Chromosome	TADborder	p53_inactive	p53_active_1h	p53_active_4h	p53_active_7h	p53_active_10h	p53_active_24h	individual_TADstate.p53_inactive	individual_TADstate.p53_active_1h	individual_TADstate.p53_active_4h	individual_TADstate.p53_active_7h	individual_TADstate.p53_active_10h	individual_TADstate.p53_active_24h	Category_tads
3789	chr6	125192187	10	 4	 8	 4	10	10	TAD	NoTAD	TAD	NoTAD	TAD	TAD	TAD-NoTAD-TAD-NoTAD-TAD-TAD
3790	chr4	125232812	10	 8	 8	 6	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3791	chr12	125250000	 0	 0	 0	 0	 8	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3792	chr11	125346875	 9	 7	 5	 8	 6	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3793	chr10	125350000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3794	chr3	125350000	 9	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3795	chr12	125362500	 9	 8	10	 7	 0	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
3796	chr6	125450000	 0	 0	 0	 0	 0	 6	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3797	chr8	125500000	10	10	10	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3798	chr11	125500000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3799	chr9	125600000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3800	chr3	125625000	 9	10	 8	10	10	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3801	chr6	125640625	 8	 7	 6	 6	 6	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3802	chr5	125646875	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3803	chr12	125650000	 9	 9	10	 8	 8	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3804	chr10	125700000	10	10	10	10	10	 9	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3805	chr11	125750000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3806	chr6	125800000	 0	 0	 0	 0	 0	 6	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3807	chr9	125850000	10	10	 4	 7	10	 0	TAD	TAD	NoTAD	TAD	TAD	NoTAD	TAD-TAD-NoTAD-TAD-TAD-NoTAD
3808	chr12	125900000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3809	chr5	125946875	 6	10	 6	 8	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3810	chr6	126054687	 6	 9	 6	 9	 6	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3811	chr8	126100000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3812	chr9	126150000	10	10	10	10	10	 9	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3813	chr11	126150000	10	10	10	10	 8	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3814	chr10	126150000	 9	10	10	10	 8	 9	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3815	chr4	126200000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3816	chr3	126225000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3817	chr6	126304687	 6	 9	 6	 9	 6	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3818	chr11	126443750	 6	 8	 5	 7	 0	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
3819	chr7	126450000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3820	chr10	126601562	 5	 6	 6	 6	 4	 5	TAD	TAD	TAD	TAD	NoTAD	TAD	TAD-TAD-TAD-TAD-NoTAD-TAD
3821	chr11	126650000	 0	 0	 0	 0	 0	 4	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3822	chr8	126725000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3823	chr9	126825000	10	 8	 9	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3824	chr5	126850000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3825	chr9	127151562	 6	 5	 5	10	 7	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3826	chr12	127171875	10	10	10	10	 8	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3827	chr7	127256250	10	 6	 9	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3828	chr3	127300000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3829	chr2	127400000	10	 0	 8	 0	 0	 0	TAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD
3830	chr12	127425000	 0	 5	 6	 9	 4	 0	NoTAD	TAD	TAD	TAD	NoTAD	NoTAD	NoTAD-TAD-TAD-TAD-NoTAD-NoTAD
3831	chr10	127500000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3832	chr9	127562500	10	 9	 9	 5	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3833	chr6	127598437	 9	 5	 8	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3834	chr2	127600000	 5	 6	 0	 6	 0	 0	TAD	TAD	NoTAD	TAD	NoTAD	NoTAD	TAD-TAD-NoTAD-TAD-NoTAD-NoTAD
3835	chr12	127668750	 6	 5	 6	 9	 4	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
3836	chr2	127806250	 0	10	10	 6	10	10	NoTAD	TAD	TAD	TAD	TAD	TAD	NoTAD-TAD-TAD-TAD-TAD-TAD
3837	chr8	127828125	10	 9	 9	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3838	chr3	127845312	 5	 7	 9	 6	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3839	chr9	127850000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3840	chr6	127850000	 0	10	10	10	10	10	NoTAD	TAD	TAD	TAD	TAD	TAD	NoTAD-TAD-TAD-TAD-TAD-TAD
3841	chr12	127900000	 9	 0	 0	 0	 9	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3842	chr2	127950000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3843	chr7	127975000	 6	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3844	chr6	128000000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3845	chr11	128000000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3846	chr12	128150000	10	10	 8	 9	 9	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3847	chr9	128150000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3848	chr8	128200000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3849	chr5	128250000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3850	chr2	128300000	 7	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3851	chr3	128325000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3852	chr5	128443750	10	 5	 4	 6	10	 4	TAD	TAD	NoTAD	TAD	TAD	NoTAD	TAD-TAD-NoTAD-TAD-TAD-NoTAD
3853	chr8	128450000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3854	chr10	128500000	 4	 0	 0	 0	 4	 8	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3855	chr4	128500000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3856	chr3	128600000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3857	chrX	128618750	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3858	chr10	128650000	 8	10	10	10	 0	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
3859	chr2	128650000	10	 0	 0	 0	 0	 8	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3860	chr12	128650000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3861	chr11	128750000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3862	chr4	128781250	 8	 5	 0	 6	 5	 0	TAD	TAD	NoTAD	TAD	TAD	NoTAD	TAD-TAD-NoTAD-TAD-TAD-NoTAD
3863	chr8	128800000	 6	 0	 0	 0	 0	10	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3864	chr10	128850000	 0	 0	 0	 0	 5	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3865	chr2	129000000	 0	 7	 7	 8	 6	 0	NoTAD	TAD	TAD	TAD	TAD	NoTAD	NoTAD-TAD-TAD-TAD-TAD-NoTAD
3866	chr8	129050000	 5	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3867	chr3	129050000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3868	chr9	129100000	10	 0	 0	 0	10	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3869	chr4	129100000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3870	chr10	129100000	 0	 0	 5	 0	 0	 3	NoTAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-TAD-NoTAD-NoTAD-NoTAD
3871	chr6	129100000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3872	chr5	129164062	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3873	chr11	129200000	 8	 0	 0	 0	10	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3874	chr9	129315625	 4	 9	 7	 6	 6	 9	NoTAD	TAD	TAD	TAD	TAD	TAD	NoTAD-TAD-TAD-TAD-TAD-TAD
3875	chrX	129400000	 6	 6	 9	 7	 7	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3876	chr10	129400000	 9	 5	 7	 9	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3877	chr2	129400000	 7	 0	 0	 6	 0	 0	TAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-TAD-NoTAD-NoTAD
3878	chr9	129614062	 8	 5	 6	 8	 8	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3879	chr10	129650000	 9	 5	 7	 9	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3880	chr11	129681250	10	10	10	 8	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3881	chr7	129700000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3882	chr6	129773437	 7	10	10	 9	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3883	chr3	129800000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3884	chr4	129856250	 5	 6	 6	 7	10	 4	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3885	chr10	130000000	10	10	10	10	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3886	chr11	130050000	10	 0	 0	 8	10	10	TAD	NoTAD	NoTAD	TAD	TAD	TAD	TAD-NoTAD-NoTAD-TAD-TAD-TAD
3887	chr4	130100000	 0	 0	 0	 0	 0	 6	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3888	chrX	130100000	10	 9	10	10	10	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3889	chr9	130200000	 9	10	10	10	 9	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3890	chr4	130203125	10	 8	 6	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3891	chr11	130262500	10	 8	 6	 0	10	 0	TAD	TAD	TAD	NoTAD	TAD	NoTAD	TAD-TAD-TAD-NoTAD-TAD-NoTAD
3892	chr6	130350000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3893	chr3	130400000	10	 0	 0	 0	10	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3894	chr5	130500000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3895	chr9	130500000	 0	 0	 0	 0	 4	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3896	chr7	130534375	10	 6	10	10	 8	 8	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3897	chr6	130600000	10	 9	 0	 0	 0	 5	TAD	TAD	NoTAD	NoTAD	NoTAD	TAD	TAD-TAD-NoTAD-NoTAD-NoTAD-TAD
3898	chr9	130612500	 5	 5	 6	 9	 0	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
3899	chr10	130650000	 8	 5	 8	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3900	chr3	130725000	 5	 0	 0	 0	10	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3901	chr7	130750000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3902	chr5	130750000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3903	chr2	130775000	 6	 8	10	 8	 6	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3904	chr11	130800000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3905	chr8	130800000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3906	chrX	130851562	 5	 7	 9	10	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3907	chr9	130909375	 6	 5	 6	 9	 4	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
3908	chr12	131000000	 0	 0	 0	 0	 7	 0	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3909	chr2	131081250	10	 0	 0	 4	 9	 7	TAD	NoTAD	NoTAD	NoTAD	TAD	TAD	TAD-NoTAD-NoTAD-NoTAD-TAD-TAD
3910	chr6	131170312	10	 6	 4	10	 5	 6	TAD	TAD	NoTAD	TAD	TAD	TAD	TAD-TAD-NoTAD-TAD-TAD-TAD
3911	chr7	131198437	 7	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3912	chr4	131231250	10	 4	10	 0	 5	 0	TAD	NoTAD	TAD	NoTAD	TAD	NoTAD	TAD-NoTAD-TAD-NoTAD-TAD-NoTAD
3913	chr12	131250000	10	10	10	10	 7	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3914	chr4	131350000	 0	 0	 0	 7	 0	 0	NoTAD	NoTAD	NoTAD	TAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-TAD-NoTAD-NoTAD
3915	chr10	131371875	 8	10	 9	10	 8	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3916	chr9	131400000	 6	 0	 0	 0	 4	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3917	chr7	131400000	 7	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3918	chr6	131450000	 0	 0	 4	 9	 5	 0	NoTAD	NoTAD	NoTAD	TAD	TAD	NoTAD	NoTAD-NoTAD-NoTAD-TAD-TAD-NoTAD
3919	chr2	131450000	 0	 9	 7	 4	 0	 0	NoTAD	TAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-TAD-NoTAD-NoTAD-NoTAD
3920	chr5	131450000	10	 8	10	 6	10	 6	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3921	chr12	131500000	 7	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3922	chr10	131575000	 0	 0	 0	 0	 3	 4	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3923	chr2	131650000	 8	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3924	chr8	131750000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3925	chrX	131800000	10	 0	 0	 0	10	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3926	chr9	131850000	 9	10	10	10	 8	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3927	chr2	131851562	10	 6	 8	10	10	 5	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3928	chr6	131950000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3929	chr3	131950000	10	 6	 6	 6	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3930	chr10	132000000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3931	chrX	132050000	 6	 0	 0	 0	 8	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3932	chr3	132150000	 0	 0	 0	 0	 0	10	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3933	chr5	132200000	 6	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3934	chr12	132200000	 7	 0	 0	 0	 0	 7	TAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3935	chr6	132250000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3936	chr9	132250000	 0	 0	 0	 0	 0	 5	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-TAD
3937	chr7	132300000	10	 0	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3938	chr12	132353125	 5	 7	 4	 4	 5	 0	TAD	TAD	NoTAD	NoTAD	TAD	NoTAD	TAD-TAD-NoTAD-NoTAD-TAD-NoTAD
3939	chr5	132376562	 6	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3940	chr9	132400000	10	 9	 7	 6	 4	 0	TAD	TAD	TAD	TAD	NoTAD	NoTAD	TAD-TAD-TAD-TAD-NoTAD-NoTAD
3941	chr3	132450000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3942	chr6	132575000	10	 0	 0	 0	 8	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3943	chr2	132575000	 8	10	10	10	 9	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3944	chr9	132650000	 0	 6	 4	 0	 0	 0	NoTAD	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-TAD-NoTAD-NoTAD-NoTAD-NoTAD
3945	chr12	132650000	 0	 4	 6	 6	 0	10	NoTAD	NoTAD	TAD	TAD	NoTAD	TAD	NoTAD-NoTAD-TAD-TAD-NoTAD-TAD
3946	chr5	132700000	10	 4	 0	 0	 0	 0	TAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3947	chr6	132850000	10	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3948	chrX	132900000	 7	 0	 0	 0	 8	 0	TAD	NoTAD	NoTAD	NoTAD	TAD	NoTAD	TAD-NoTAD-NoTAD-NoTAD-TAD-NoTAD
3949	chr12	132900000	 0	 0	 0	 0	 4	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3950	chr2	132943750	10	 5	 5	 4	10	 0	TAD	TAD	TAD	NoTAD	TAD	NoTAD	TAD-TAD-TAD-NoTAD-TAD-NoTAD
3951	chr9	132950000	 4	 0	 0	 0	 0	 0	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD	NoTAD-NoTAD-NoTAD-NoTAD-NoTAD-NoTAD
3952	chr12	133050000	 0	 7	 8	 6	 0	 0	NoTAD	TAD	TAD	TAD	NoTAD	NoTAD	NoTAD-TAD-TAD-TAD-NoTAD-NoTAD
3953	chr8	133150000	 8	10	10	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3954	chr6	133150000	10	10	10	10	10	 0	TAD	TAD	TAD	TAD	TAD	NoTAD	TAD-TAD-TAD-TAD-TAD-NoTAD
3955	chr3	133175000	10	10	10	10	10	 7	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
3956	chr5	133348437	10	 8	 8	10	10	10	TAD	TAD	TAD	TAD	TAD	TAD	TAD-TAD-TAD-TAD-TAD-TAD
